Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
3500,11456646,"Harshada Jagadale","2024-01-05 12:32:32",0.21093,3,harshadajagadale
3501,9055407,"Thambatshira Nemakwelengwe","2023-12-25 13:13:49",0.21102,1,thambatshira
3502,11458524,Kotaro.Ozawa,"2024-01-23 06:41:19",0.21112,1,kotaroozawa
3503,7167317,"Diana Atef","2023-12-07 13:37:26",0.21124,2,dianaatef
3504,11417109,vitoropdm,"2023-12-22 01:11:03",0.21151,1,vitoropdm
3505,11516694,"Mahdi Kazemi","2024-01-16 15:51:38",0.21177,1,m80kaz
3506,11315376,dummylaze,"2023-11-28 16:51:39",0.21219,1,dummylaze
3507,11369302,bal-jayy,"2023-12-15 04:24:21",0.21287,5,baljayy
3508,11443811,魏宇幸,"2023-12-27 06:10:15",0.21298,1,wyx88888
3509,11390311,wdxhl024,"2023-12-16 12:02:45",0.21308,3,wdxhl024
3510,11539548,"Aarush singh kushwaha","2024-01-21 20:03:31",0.21335,1,aarushsinghkushwaha
3511,11513258,"Shweta Patil #3","2024-01-16 14:00:43",0.21355,1,hridaya1403
3512,11343820,RotiMan,"2023-12-04 11:26:00",0.21380,1,rotiman
3513,11503236,"Julia Dupin","2024-01-12 13:55:37",0.21409,1,juliadupin
3514,11447336,"Sai Pemmaraju","2023-12-28 10:14:41",0.21413,1,saipemmaraju
3515,11459369,"[Deleted] 19efd245-343b-49ea-aaa1-e6b3e0ed2c5a","2024-01-12 11:35:58",0.21467,3,del=870d996e4c849f5d
3516,11389819,Yyuunn,"2023-12-17 15:29:51",0.21483,4,yyuunn
3517,6098453,"Abdou Abarchi","2023-12-29 10:42:43",0.21492,1,abdouabarchi
3518,11441084,darkstar84,"2024-01-22 10:49:41",0.21518,2,darkstar84
3519,11414993,AlohaLee,"2023-12-20 07:10:41",0.21547,1,alohalee
3520,11515670,"koki #4","2024-01-17 13:45:21",0.21618,2,nonekitune
3521,4207205,ChangShengYen,"2024-01-12 16:16:09",0.21618,1,changshengyen
3522,11536068,"Aryan Chaturvedi","2024-01-22 05:35:55",0.21664,1,thearyan1712
3523,11427612,"Paulo Nery","2023-12-22 00:50:07",0.21738,1,paulonery
3524,10884053,wzxz118,"2024-01-22 23:29:02",0.21807,4,wzxz118
3525,11494504,"[Deleted] 8fe6a698-b935-408b-b4f3-7d190146f895","2024-01-10 10:45:11",0.21837,1,del=da1db6bc7eae27e8
3526,11143701,"Sthefani Maximiano","2023-11-27 22:50:01",0.21849,1,sthefanimaximiano
3527,11224905,"Pinkie Lardo","2024-01-24 21:16:43",0.21906,3,pinkielardo
3528,11462694,"Connie A","2024-01-02 12:09:58",0.21912,1,conniea5919
3529,11550083,"Aayan Ejaz","2024-01-23 18:13:24",0.21925,1,aayanejaz
3530,11544887,v2v656,"2024-01-23 17:01:46",0.21934,1,v2v656
3531,11440652,"Rudr Pratap Singh","2023-12-26 11:18:14",0.21950,2,rudrpratapsingh
3532,11288384,kyunghyunHan,"2024-01-08 13:06:03",0.21969,4,kyunghyunhan
3533,11332895,"Scott Newcomer","2023-12-15 13:26:04",0.21984,4,scottnewcomer
3534,11347283,bal-bunny,"2023-12-09 00:40:21",0.22025,14,gabriellaschindler
3535,9735254,"Jeffrey Zitelli","2024-01-19 18:19:02",0.22035,2,jeffreyzitelli
3536,11345608,"O E J","2023-12-05 21:28:18",0.22066,1,ottoej
3537,11277913,"Naufal budiman","2023-12-05 14:53:02",0.22151,5,naufalbudiman
3538,9781154,"Anurag Anand #4","2024-01-23 17:34:22",0.22190,1,anuraganand92
3539,11450237,JoaoHPN,"2023-12-28 22:37:48",0.22302,1,joaohpn
3540,11064919,"Adam Smith #3","2023-12-08 16:39:55",0.22318,7,adamsmithsr
3541,11324718,AishaShafqat,"2023-11-30 16:07:08",0.22342,6,aishashafqat
3542,11071473,"sai manikanta artham","2023-11-27 16:11:07",0.22376,1,"anibhg,saimanikantaartham,sathwiksamaleti"
3543,11472676,Shaheer04,"2024-01-05 22:31:28",0.22463,1,shaheer04
3544,11081236,"AKSHITH REDDY","2023-11-28 03:55:20",0.22472,1,"akshithreddyabba,nirajreddychintam,sameershaik123120"
3545,11396189,"Aayush Gautam","2023-12-17 13:09:29",0.22549,2,emperorpein
3546,11452068,Gkim9421,"2024-01-02 12:55:57",0.22565,2,gkim9421
3547,11378238,claich,"2023-12-18 02:17:10",0.22575,3,claich
3548,11353138,bal-JHF,"2023-12-15 17:30:44",0.22644,36,jeremyfeder
3549,11538383,overpowered_001,"2024-01-23 22:54:34",0.22693,1,overpowered001
3550,11536021,zhc2683,"2024-01-21 05:39:45",0.22779,1,zhc2683
3551,11405191,"matin ghorbani","2023-12-17 09:06:11",0.22787,1,matinghorbani
3552,11374023,bal-slimmy,"2023-12-13 20:07:54",0.22814,6,joudibrahim
3553,11306261,"Damilola Owolabi","2023-12-04 00:50:27",0.22814,5,damilolaowolabi
3554,11401704,bal-eeom1bu,"2023-12-16 04:59:39",0.22842,7,eeom1bu
3555,11502252,zstammmmm,"2024-01-19 08:53:51",0.22951,15,zstammmmm
3556,11538851,"Michał Plata","2024-01-21 15:53:37",0.23048,1,michalplata
3557,11147521,RSN223,"2023-11-29 10:51:13",0.23073,8,rsn223
3558,11440195,Svatejas,"2023-12-26 11:26:06",0.23088,1,svatejas
3559,11539549,cst2209bairui,"2024-01-21 14:47:08",0.23325,1,cst2209bairui
3560,11531090,nananakh7781@naver.com,"2024-01-19 10:38:00",0.23349,1,nananakh7781navercom
3561,11346830,MatthewBui03,"2023-12-04 23:41:41",0.23369,1,matthewbui03
3562,11537953,Bravo_03,"2024-01-21 06:48:13",0.23371,1,bravo03
3563,11555175,"Mau Panda","2024-01-24 17:19:23",0.23371,1,kanudhi
3564,11342737,hannah142,"2023-12-04 10:31:40",0.23481,1,hannah142
3565,11342024,HoGenie,"2023-12-04 05:50:41",0.23593,1,hogenie
3566,11342039,kimbokyeong1021,"2023-12-04 06:00:16",0.23593,1,kimbokyeong1021
3567,11342209,justin11111,"2023-12-04 06:19:26",0.23593,1,justin11111
3568,11342203,leeseonje,"2023-12-04 06:21:37",0.23593,1,leeseonje
3569,11342242,Sleeping_Mandu,"2023-12-04 06:23:43",0.23593,1,sleepingmandu
3570,11342199,hidikee,"2023-12-04 06:23:46",0.23593,1,hidikee
3571,11342163,jinho3991,"2023-12-04 06:26:48",0.23593,1,jinho3991
3572,11342268,muneunyeong,"2023-12-04 06:29:16",0.23593,1,muneunyeong
3573,11342281,jehyun22,"2023-12-04 06:31:17",0.23593,1,jehyun22
3574,11342275,haseongjae,"2023-12-04 06:31:33",0.23593,1,haseongjae
3575,11342202,kanchoo27,"2023-12-04 06:42:08",0.23593,1,kanchoo27
3576,11392969,"Kim Arsen","2023-12-14 02:32:24",0.23593,1,kimarsen
3577,11432443,chocoding,"2023-12-23 13:05:39",0.23593,1,chocoding
3578,11505125,GGUBUNG,"2024-01-13 05:52:18",0.23593,1,ggubung
3579,11541268,BominKang,"2024-01-22 02:18:06",0.23593,1,bominkang
3580,11547742,Calmdown,"2024-01-25 05:40:03",0.23593,1,yuhuiyan
3581,11342302,HSJHSJ,"2023-12-04 06:48:17",0.23593,3,hsjhsj
3582,11342017,-falsehood,"2023-12-04 05:46:33",0.23593,1,falsehood
3583,11342041,JuYa18,"2023-12-04 05:58:30",0.23593,1,juya18
3584,11342021,NaChangGyun,"2023-12-04 06:05:35",0.23593,1,nachanggyun
3585,11342052,kimdoyeop_code,"2023-12-04 06:18:01",0.23593,1,kimdoyeopcode
3586,11342244,"Lee Goon Jae","2023-12-04 06:23:12",0.23593,1,leegoonjae
3587,11342251,kimyegyun,"2023-12-04 06:24:20",0.23593,1,kimyegyun
3588,11342245,"Lee Sumin","2023-12-04 06:26:12",0.23593,1,leesumin3798
3589,11342363,Darizit,"2023-12-04 06:47:22",0.23593,1,darizit
3590,11342376,MuchanKim0,"2023-12-04 06:47:46",0.23593,1,muchankim0
3591,11389068,"junguk jang","2023-12-14 02:32:30",0.23593,2,jungukjang
3592,11418438,profhskim4,"2023-12-20 04:52:46",0.23593,1,profhskim4
3593,11512470,Sardorwwe,"2024-01-15 13:46:39",0.23605,3,sardorwwe
3594,11234381,"Purnata Ghosal","2023-12-01 14:28:35",0.23619,2,purnataghosal
3595,11411119,turgunbek,"2023-12-18 18:07:48",0.23670,3,turgunbek
3596,11455448,VinayakGalande,"2023-12-30 17:43:30",0.23718,1,vinayakgalande
3597,11348173,"Priyank Raval","2023-12-27 23:35:57",0.23742,15,priyankraval
3598,11346835,"Ivan Konyushenko","2023-12-06 18:34:34",0.23760,2,ivankonyushenko
3599,11397562,bal-ll9999,"2023-12-16 04:52:00",0.23770,12,ll9999
3600,11506593,"Johanna Giard-Baton","2024-01-23 12:02:29",0.23781,4,johannagiardbaton
3601,11410158,"Sugiura Masaharu","2024-01-25 05:54:09",0.23858,1,sugiuramasaharu
3602,11457874,"SH #3","2024-01-04 16:58:11",0.23864,11,scotthudson
3603,11426535,"Tikhon Belousko","2024-01-23 01:10:17",0.23864,2,tikhonbelousko
3604,11500409,jsr214,"2024-01-12 18:00:15",0.23885,2,jsr214
3605,11415512,"Haseeb Ali #2","2023-12-25 14:12:54",0.23935,2,alihaseeb1
3606,11159060,vqminh,"2024-01-16 04:09:09",0.23947,2,vqminh
3607,11554360,Udaymo,"2024-01-24 14:00:12",0.24080,1,udaymo
3608,11243681,"Anna Jazayeri","2024-01-04 22:50:48",0.24145,1,annajazayeri
3609,11410893,Sanyaka_q,"2023-12-18 17:08:05",0.24188,2,sanyakaq
3610,11410891,gcv5vp,"2023-12-18 17:10:51",0.24207,1,gcv5vp
3611,11305146,"Nicholas Benso","2023-12-05 04:50:46",0.24262,3,nicholasbenso
3612,11387846,Chronqx,"2023-12-15 23:42:42",0.24360,19,chronqx
3613,11366348,"Donald Sebastian Leung","2023-12-08 03:05:13",0.24429,1,donaldsebastianleung
3614,11558808,kazuki00,"2024-01-25 13:48:50",0.24469,2,kazuki00
3615,11519206,"Gerardo Galicia","2024-01-25 19:10:12",0.24493,1,gerardogalicia
3616,11533542,"Pedro frasão","2024-01-25 18:19:03",0.24518,6,pedrofraso
3617,11513655,"Trish Chettypally","2024-01-16 14:35:03",0.24567,1,trishchettypally
3618,11558811,Kuboshin,"2024-01-25 14:03:05",0.24597,3,kuboshin
3619,11110676,hilbet,"2023-11-29 03:20:50",0.24670,4,hilbet
3620,11493602,"Muhammad Natha Ulinnuha","2024-01-12 08:44:52",0.24680,4,mnathau
3621,11302978,"Van Phung","2023-11-27 04:10:05",0.24783,2,vanphung
3622,11242604,"Ed Brown #2","2024-01-09 16:47:44",0.24852,1,edbrown96
3623,11339080,"Ognjen Obradovic","2023-12-26 19:22:38",0.25148,4,ognjenobradovic
3624,11365549,bal-tmarti10,"2023-12-16 02:30:33",0.25246,10,tmarti10
3625,10814473,"Minh Khang Van","2023-11-30 22:16:42",0.25264,2,minhkhangvan
3626,11425073,"Kyrylo Vasyliev","2024-01-22 19:22:35",0.25272,45,kyrylovasyliev
3627,9562871,Apeng5,"2023-12-03 00:33:40",0.25293,8,apeng5
3628,11533427,babybartt,"2024-01-19 23:04:48",0.25305,1,babybartt
3629,11511909,Kaless_2022,"2024-01-15 10:50:57",0.25314,7,kaless2022
3630,8334128,"Oscar Ravelo Noguera","2024-01-02 08:15:08",0.25338,2,oscarravelonoguera
3631,11364894,balheidi,"2023-12-15 03:30:37",0.25433,8,balheidi
3632,11430467,"Seulgi Baek","2023-12-22 20:23:14",0.25453,4,intelligence37
3633,11317778,Isael_Scientist,"2023-12-06 23:22:41",0.25476,1,isaelscientist
3634,11303642,JuniorJC,"2023-11-27 19:18:11",0.25476,1,juniorjc
3635,11520765,"Pedro Feitosa","2024-01-17 13:52:53",0.25476,1,pedrofeitos
3636,11377665,"zeygler oliveira","2023-12-29 12:57:50",0.25476,3,zeygleroliveira
3637,11487923,JoãoGabrielPereira,"2024-01-09 16:22:19",0.25476,1,joogabrielpereira
3638,11387442,"Raphael Prazeres da Silva","2023-12-12 21:14:28",0.25476,1,raphaelprazeres
3639,11545839,"Luis Eduardo Goncalves da Silva","2024-01-24 01:29:00",0.25476,1,luisgoncalvesdasilva
3640,10314935,"Yi-Kai Tsai","2024-01-07 09:49:42",0.25523,11,yktsai
3641,11208419,"George Issa","2023-11-26 23:45:45",0.25566,1,georgeissa
3642,11412434,"ifat bekasi","2023-12-19 02:26:28",0.25572,2,ifatbekasi
3643,11031148,"Arthur Kuspakov","2024-01-20 19:41:32",0.25615,1,arthurkuspakov
3644,11310271,"joseph panijel essec","2023-12-05 15:15:35",0.26019,10,josephpanijelessec
3645,11444455,Torres508,"2023-12-30 14:15:21",0.26089,20,torres508
3646,11339090,Unknowndoesmusic,"2023-12-09 22:17:14",0.26247,1,unknowndoesmusic
3647,11472381,tabac007,"2024-01-04 18:31:48",0.26393,1,tabac007
3648,11321778,"Mahir R Khan","2023-11-29 18:45:26",0.26500,2,mahirrkhan
3649,8145287,"Yushun Xiang","2023-12-10 11:46:32",0.26671,1,yushunxiang
3650,11386980,"Jan Osswald","2023-12-19 16:30:23",0.26708,2,janosswald
3651,11415978,"Eric Ki","2024-01-09 17:36:18",0.26708,6,ericki
3652,11311429,"Ally Padron","2023-11-28 00:08:02",0.26717,1,allypadron
3653,11315696,"Jazzy Owens","2023-11-29 02:31:45",0.26717,2,jazzyowens
3654,11276111,"Fiona Guo","2023-11-27 03:08:32",0.26717,1,fionaaguo
3655,11451633,yiyebaofu,"2024-01-04 06:50:01",0.26776,2,yiyebaofu
3656,11484553,"come back t","2024-01-10 01:31:58",0.26856,1,comebackt
3657,11510549,"Abbigail Sanchez","2024-01-22 20:18:22",0.26908,5,abbigailsanchez
3658,11504032,"Reavley Chapman","2024-01-22 18:38:08",0.26908,6,reavleychapman
3659,11521030,"yehya aljerjawi","2024-01-18 11:08:16",0.26908,2,yehyaaljerjawi
3660,10371547,Hiroki_sai,"2024-01-24 15:56:55",0.26921,1,hirokisai
3661,11492827,sb@0852.,"2024-01-10 02:59:46",0.26965,1,sb0852
3662,11469101,Samandcabo,"2024-01-04 07:25:09",0.27076,1,samandcabo
3663,11279887,"Anton Khnykin","2023-12-28 12:28:08",0.27099,10,antonkhnykin
3664,11528339,"Ian Leibensperger","2024-01-19 00:26:24",0.27145,5,ianleibensperger
3665,11343682,KuiCai,"2023-12-06 02:57:08",0.27307,5,kuicai
3666,11489826,"Lilly Schwarzenbach","2024-01-13 21:39:07",0.27487,1,lillyschwarzenbach
3667,11385246,"Anirrudh Negi","2023-12-19 20:23:35",0.27550,2,anirrudhnegi
3668,11493899,xxxylw,"2024-01-10 10:08:57",0.27607,1,xxxylw
3669,11081694,"Arthur Negrão","2024-01-16 19:54:42",0.27625,10,arthurnegrao
3670,11510499,"Alexander Dry","2024-01-15 23:52:47",0.27669,1,alexanderdry
3671,11514955,"Stephanie Garcia","2024-01-19 05:00:01",0.27707,5,stephaniega
3672,11403372,"Manisha K K","2023-12-16 14:54:21",0.27707,1,manishakk
3673,11393784,"Shota Okui","2023-12-14 06:45:51",0.27902,1,shotaokui
3674,11337594,"masahiro anno","2023-12-03 14:44:04",0.27984,1,masahiroanno
3675,11543516,"Chirag Sanadhya","2024-01-22 16:35:56",0.28277,1,chiragsanadhya
3676,11324452,"Rita Shih408402236 ","2023-12-01 01:14:50",0.28284,11,ritashih408402236
3677,11263216,Sobi_Sa,"2023-12-31 11:47:16",0.28285,1,sobhansaeedi
3678,2084261,"Aleksandr Zolotarev","2023-11-26 16:39:37",0.28315,1,alexsol
3679,11322950,"Arturo Max Pagan","2023-12-04 02:57:06",0.28449,3,arturomaxpagan
3680,11533257,klu625,"2024-01-19 21:52:07",0.28534,1,klu625
3681,11296839,"Ant Debo","2023-12-03 22:09:57",0.28586,6,antdebo
3682,11278824,Kambizz,"2023-11-27 16:36:23",0.28816,2,kambizz
3683,11513712,"Adriana Gutierrez","2024-01-15 17:25:39",0.29117,6,adrianagutierrezd
3684,11506502,"Sara Fisher","2024-01-23 23:54:21",0.29117,16,sarafisher911
3685,11319985,Scarler,"2023-12-16 17:19:33",0.29117,3,scarler
3686,11319966,ithier,"2023-12-06 11:14:42",0.29117,2,ithier
3687,11319954,"Chania Tsizaraina","2023-12-06 11:12:02",0.29117,2,chaniatsizaraina
3688,11464894,"Nancy Li #2","2024-01-25 04:51:02",0.29117,10,nancyiscool
3689,11456426,"Justin Wasserstein","2024-01-02 03:59:37",0.29194,2,justinwasserstein
3690,11338250,"Can Durukan","2023-12-03 19:46:35",0.29447,2,candurukan
3691,11426430,"Shreyansh Kuntal","2023-12-26 06:16:33",0.29647,1,shreyanshkuntal
3692,11383778,shangzheng131,"2023-12-12 03:20:45",0.30179,4,shangzheng131
3693,11383483,chenhaonann,"2023-12-12 08:45:20",0.30252,9,chenhaonannn
3694,11383646,liufukuan,"2023-12-13 07:27:00",0.30450,8,liufukuan
3695,11274873,Hani_Jabr,"2023-12-25 18:14:01",0.30536,4,hanijabr
3696,11319562,Jade1120,"2023-11-29 10:20:00",0.30808,1,jade1120
3697,11192417,"Erica Mangino","2023-12-08 16:41:36",0.30852,3,ericamangino
3698,11470956,DBLyige,"2024-01-04 11:20:37",0.30932,1,dblyige
3699,11495710,wttch96,"2024-01-11 08:02:21",0.30932,1,wttch96
3700,11476582,"Johan Verdon","2024-01-05 22:27:54",0.31393,2,johanverdon
3701,11504263,"Patrick Eckland","2024-01-24 01:24:43",0.31502,4,patrickeckland
3702,11520468,zetongxue,"2024-01-17 13:05:25",0.31555,6,zetongxue
3703,10770656,"Remy Hirwa","2023-12-29 15:53:56",0.31650,1,remyhirwa1
3704,11441718,void0v0,"2024-01-19 09:25:27",0.31844,2,void0v0
3705,11530585,"CTV TSUZUKI","2024-01-19 08:59:03",0.32040,2,ctvtsuzuki
3706,11192020,Bodya_07,"2023-11-27 22:28:21",0.32141,1,bodya07
3707,11311238,"Yousef Ahmed Yassin","2023-11-27 22:32:42",0.32141,1,yousef122
3708,11212035,"AHMED ASHRAF","2023-11-27 22:33:26",0.32141,1,ahmedashraf20210011
3709,11362123,"TH Chen","2023-12-08 07:55:27",0.32293,2,thchen888147
3710,11433685,serhatonin,"2023-12-27 11:40:55",0.32376,1,serhatonin
3711,11393384,Ravenhill99,"2023-12-14 05:00:48",0.32554,1,ravenhill99
3712,10988514,rund,"2023-12-16 11:25:46",0.32849,1,rundomari
3713,11403828,"Timothy #7","2023-12-18 21:06:31",0.32882,3,timothytimothy
3714,2054141,"Flavian Manea","2023-12-05 17:33:30",0.32970,2,flavianmanea
3715,11527923,"Vlad Shysh","2024-01-23 21:35:41",0.33212,1,vladshysh
3716,10763221,dqgiac23,"2024-01-15 16:32:39",0.33226,1,dqgiac23
3717,11377391,"Abimael Gonzalez dana","2023-12-18 16:56:24",0.33281,2,abimaelgonzalezdana
3718,11323098,"DANIEL GARECA","2023-12-01 02:59:51",0.33301,2,danielgareca
3719,11511173,"Valentin Cots","2024-01-16 00:38:45",0.33301,2,valentincots
3720,11301376,"Mehmet SEL","2023-11-28 19:14:04",0.33353,2,mehmetsel
3721,11507766,"Matthew Noble","2024-01-19 01:17:53",0.33385,2,matthewnoble11
3722,9130975,tarus,"2023-12-10 08:20:23",0.33460,2,tarus1
3723,11368277,KhaledNasserK,"2023-12-08 14:35:10",0.33510,1,khalednasserk
3724,11319949,"Guguzill a","2023-12-06 11:15:12",0.33677,1,guguzilla
3725,11319950,"Coline Renauld","2023-12-06 11:11:09",0.33677,1,colinerenauld
3726,10099521,PREDICTORS,"2023-12-19 17:58:42",0.33707,2,"dshalini,shalinijaiganesh,sumaswa"
3727,11518566,"Blake Ferrari","2024-01-23 22:46:12",0.33727,3,blakeferrari
3728,11529869,"Reed Langton","2024-01-19 06:03:40",0.33732,1,reedlangtonusf
3729,11082976,"Cameron Merritt","2023-12-01 17:10:09",0.33755,6,cameronmerritt7
3730,11335899,nweiss25,"2023-12-02 21:36:49",0.33764,1,nweiss25
3731,3381649,wjankusf,"2024-01-20 17:59:21",0.33786,5,wjankusf
3732,6198809,jim0987795064,"2023-12-12 18:40:57",0.33787,5,jim0987795064
3733,3663111,"Blake Shurtz","2023-12-04 03:57:31",0.33834,2,blakeobeans
3734,11449104,"TJ Cheon","2023-12-28 14:48:35",0.34002,1,taejucheon
3735,11480411,"Namsik You","2024-01-07 01:21:28",0.34002,1,namsikyou
3736,11501233,pvwesh,"2024-01-12 02:10:07",0.34002,2,pvwesh
3737,10636857,"Kenna Geleta","2023-12-28 14:43:38",0.34059,1,kennanemera
3738,11392616,"Tyrone Money","2023-12-13 23:17:07",0.34086,1,tyronemoney
3739,11295845,"Sangharsh Nikam  ","2023-11-26 15:34:57",0.34345,2,sangharshnikam
3740,11295832,"Yash Sadare","2023-11-26 15:31:33",0.34345,1,yashsadare
3741,11326688,"Umesh Shelar","2023-12-02 17:45:34",0.34346,1,umeshshelar
3742,11302386,"Minghui 11","2024-01-24 12:48:19",0.34403,1,"minghui11,yanjiezhou"
3743,11449813,"Oliver Kafka","2023-12-28 19:55:25",0.34431,2,oliverkafka
3744,11374451,bal-avu162,"2023-12-16 02:42:00",0.34440,3,balavu162
3745,11518477,Aryaváchin,"2024-01-18 20:55:10",0.34507,1,aryavchin
3746,11396476,bal-say,"2023-12-16 03:21:21",0.34804,7,balsay
3747,11368712,bal-dmr,"2023-12-14 18:06:06",0.34947,2,baldmr
3748,11354906,bal-ychen,"2023-12-12 03:26:52",0.34947,2,balychen
3749,8982338,"Soumyadeep Biswas","2023-12-03 08:18:18",0.35009,2,imsoumya18
3750,11369557,Sarah_Mazin,"2023-12-16 12:22:07",0.35114,1,sarahmazin
3751,10610670,"Joo Jungwoo","2023-12-20 13:56:36",0.35127,2,joojungwoo
3752,11405167,"Krish Ujeniya","2023-12-17 08:05:52",0.35207,1,krishujeniya
3753,11389996,aliceees,"2023-12-27 07:58:25",0.35207,3,aliceees
3754,11346812,"Wesley Dam","2023-12-05 02:04:00",0.35318,2,wesleydam
3755,11556866,"Duncan Larzelere","2024-01-25 15:51:18",0.35381,4,duncanlarzelere
3756,11238051,"Fatma Ahmed","2024-01-23 18:57:45",0.35627,2,fatmaelbakry
3757,11461343,"Thabani Dlamini","2024-01-06 08:34:10",0.35632,1,thabanidlamini
3758,11504339,"Ryan Carroll","2024-01-16 20:31:52",0.35791,1,ryanmcarroll1996
3759,11355127,"Towhid Zaman","2023-12-13 12:43:40",0.35964,2,towhid1zaman
3760,11278719,"Egor Treglazov","2023-12-24 13:21:08",0.35972,1,egortreglazov
3761,11540991,"Pooja wattamwar","2024-01-23 05:12:34",0.36100,5,poojawattamwar451
3762,11558812,"tori tonbo","2024-01-25 14:16:11",0.36170,1,toritonbo
3763,11214276,"Minqing Dong","2023-12-06 23:56:38",0.36351,1,minqingdong
3764,10829564,ArchanaN27,"2023-12-12 15:11:14",0.36561,2,archanan27
3765,11083799,"NANDINI VERMA","2023-12-08 11:11:26",0.36648,1,nandiniverma
3766,9774723,"Charles Bergin","2024-01-14 01:07:09",0.36658,3,charlesbergin
3767,10834218,"John Schmidt","2023-11-28 00:10:37",0.36702,3,nuggerslite
3768,11412429,"Ivana Shane Sirait","2023-12-19 02:18:12",0.36816,1,ivanashanesirait
3769,7439553,"Vincent ZILLIOX","2023-12-07 10:11:49",0.36921,6,vincentzilliox
3770,11330225,"Lucas Lalida","2023-12-01 13:41:49",0.36943,4,lucaslalida
3771,10864934,"David Zhou #2","2023-12-31 09:01:56",0.36944,1,davidzhou8029
3772,11292244,"Armagan Basak","2023-11-30 17:36:55",0.36984,3,armaganbasak
3773,11533073,Shurkah,"2024-01-24 17:03:05",0.37013,3,shurkah
3774,6170232,"Dodhy Kurnia","2024-01-21 14:37:01",0.37289,1,dodhyk
3775,10903591,"Ali Mohamed Ali","2023-11-27 18:43:20",0.37332,2,alimohamed01
3776,11484943,"pradeep #5","2024-01-10 10:59:42",0.37475,1,pradeep223
3777,11443839,RegularInsaan,"2024-01-05 11:22:31",0.37637,3,regularinsaan
3778,11401310,Chronqx2,"2023-12-16 00:47:26",0.37750,7,chronqx2
3779,11530884,"Mert Bayca","2024-01-20 12:18:02",0.37877,1,mertbayca
3780,11494388,"AYAZ-UL-HAQ YOUSAFZAI","2024-01-10 16:24:52",0.37883,1,ayazulhaqyousafzai
3781,11107930,"Lei Zheng","2023-12-14 22:56:40",0.38140,2,leizheng
3782,11439611,"Victor Kiptoo","2024-01-23 00:33:13",0.38445,5,tookiprotvic
3783,9257683,"Welcome Thanks","2023-12-28 12:41:52",0.38882,1,welcomethanks
3784,11433621,"Mayank Tomar","2023-12-23 21:07:25",0.39014,1,sexyboya
3785,11405221,"Caleb Tolase","2023-12-17 09:34:18",0.39207,3,lumenousct
3786,11498353,wazowskrrt,"2024-01-11 09:36:20",0.39207,1,wazowskrrt
3787,11329518,"Code Ninjaa","2023-12-01 18:15:23",0.39218,3,codeninjaa
3788,11348931,"ANA Fishing","2023-12-05 05:49:04",0.39262,1,anafishing
3789,9416948,"Saikat Mondal #2","2023-11-30 22:42:49",0.39304,1,saikatmondal4991
3790,11412445,"Intan Nurul Firdaus","2023-12-19 02:03:27",0.39316,1,intannurulfirdaus
3791,11412427,"MKN 5-1 Penerimaan_M Hasan","2023-12-19 02:14:24",0.39316,1,muhasan21
3792,11412511,"MKN 5-1_Nurlailaa","2023-12-19 02:21:28",0.39316,1,mkn51nurlailaa
3793,10344938,"Colin Subileau","2024-01-07 14:57:39",0.39569,2,colinsubileau
3794,11441973,"Duc Hai275","2023-12-26 15:45:20",0.39647,2,duchai275
3795,11310643,SMIrrichto,"2023-12-01 23:15:58",0.39763,2,smirrichto
3796,11168150,"Muhamad Ali #2","2023-12-03 09:39:15",0.39763,1,muhamadali
3797,7478220,mahendra301,"2023-12-08 06:55:03",0.39763,2,mahendra301
3798,11316009,Nandini1725,"2023-12-11 13:28:24",0.39763,2,nandini1725
3799,6863853,"Fatih Karahan","2023-12-12 10:59:58",0.39763,1,fatihkarahan
3800,10766562,Ardava,"2023-12-13 02:44:11",0.39763,2,ardava
3801,11391805,burksooner,"2023-12-13 22:22:24",0.39763,2,burksooner
3802,11427051,JonahDavis,"2023-12-21 20:17:20",0.39763,2,jonahdavis
3803,11453862,"Babylene Rodriguez","2023-12-30 05:04:16",0.39763,1,babylenerodriguez
3804,11464538,guill3tr,"2024-01-03 20:30:43",0.39763,3,guill3tr
3805,11482975,"Aayush Negi","2024-01-07 17:57:44",0.39763,2,aayushnegi
3806,4357398,"Mohtasim Fuad","2024-01-11 13:06:41",0.39763,2,fuerostic
3807,11529896,Lisa0311,"2024-01-19 14:53:34",0.39763,1,lisa0311
3808,10662675,"Mohammad ghasemi fard","2024-01-20 15:27:51",0.39763,2,mohammadghasemifard
3809,11403058,"Arif Ansari #2","2023-12-16 13:31:40",0.39763,1,arifansari163
3810,11348890,TKS_t23,"2023-12-08 05:07:56",0.39768,1,tkst23
3811,11309581,"Abdul Ahad Q.","2023-11-27 18:09:20",0.39868,1,abdulahadqureshi
3812,11517304,"Richard Eggert","2024-01-16 14:48:31",0.39919,1,richardeggert
3813,11235094,str1ngs,"2023-11-27 05:48:18",0.40059,1,str1ngs
3814,11327332,"Mohamed Salama","2023-12-27 03:54:50",0.40157,1,salama94
3815,11454483,"Arthur Vainshtein","2023-12-30 09:56:10",0.40336,1,arthurvainshtein
3816,4334237,KamHam,"2023-11-27 16:25:04",0.40365,1,kamham
3817,11444380,anyinlover,"2023-12-27 08:33:32",0.40452,1,anyinlover
3818,6615309,"MD. ASHIQUR RAHMAN","2023-12-27 03:29:18",0.40526,1,ashiqur0202
